timestamp,relative_time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,altitude,gnss_speed,gnss_bearing,reference_speed,reference_speed_kmh,reference_heading,session_id,vehicle_id
2922.0,0.0,0.1002,1.539,9.8338,0.0187,-0.0607,-0.0069,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.546944444444445,19.969,241.713,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3022.0,0.1,0.3661,-0.5675,10.2633,-0.0116,-0.0595,-0.0168,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.63111111111111,20.272,241.71,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3121.0,0.199,0.0257,0.7192,9.7339,-0.0143,-0.0524,0.0234,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.401944444444444,19.447,243.917,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3221.0,0.299,0.8207,-0.5999,9.7746,0.0266,-0.0646,0.0316,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.601944444444444,20.167,242.891,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3322.0,0.4,0.6825,0.0965,9.6368,-0.0198,-0.0267,-0.0104,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.596111111111111,20.146,243.114,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3421.0,0.499,0.3605,0.3625,9.984,0.0631,-0.0595,0.0113,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.513888888888889,19.85,243.778,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3522.0,0.6,0.4613,0.6275,9.8064,0.0105,-0.0116,-0.0019,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.598055555555555,20.153,244.533,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3622.0,0.7,0.2006,1.3535,9.6703,-0.0657,0.0044,-0.0377,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.671944444444445,20.419,244.845,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3722.0,0.8,-0.2899,0.6331,9.6904,-0.0288,0.0374,-0.024,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.7,20.52,244.257,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3821.0,0.899,0.3603,1.2992,9.9784,-0.114,0.0384,-0.0364,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.7380555555555555,20.657,244.7,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
3922.0,1.0,-0.4425,0.8494,9.8731,-0.1402,0.0217,-0.0265,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.686944444444444,20.473,246.426,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4021.0,1.099,-0.3747,2.814,11.3035,0.0668,0.0058,-0.0597,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.715000000000001,20.574,245.294,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4121.0,1.199,0.5803,0.5597,9.8483,0.0928,-0.0013,-0.0238,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.641944444444444,20.311,244.96400000000003,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4221.0,1.299,0.9522,0.9144,10.041,-0.0164,-0.0317,0.0413,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.648055555555555,20.333,245.292,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4321.0,1.399,-0.289,0.7632,9.3697,-0.1155,0.0798,-0.0472,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.540000000000001,19.944000000000003,245.711,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4422.0,1.5,2.0907,2.2083,9.6777,-0.0154,-0.05,0.105,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.48,19.728,244.373,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4521.0,1.599,0.8095,1.5868,10.249,0.019,0.1389,-0.0674,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.52,19.872,244.141,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4622.0,1.7,-0.2451,1.6643,9.9904,-0.0168,0.0323,-0.0643,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.445,19.602,244.335,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4721.0,1.799,-0.2453,1.6826,9.5951,0.0332,0.1052,-0.0976,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.38,19.368,243.899,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4822.0,1.9,0.1397,1.1485,9.386,-0.0296,0.0533,-0.0057,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.283055555555555,19.019,243.211,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
4921.0,1.999,0.0658,1.3001,9.9592,0.0364,0.0553,0.0163,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.236111111111112,18.85,242.861,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5021.0,2.099,0.0691,1.6603,9.818,-0.0488,0.0673,-0.0112,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.121111111111111,18.436,242.916,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5122.0,2.2,0.2818,1.2875,9.7529,-0.0655,0.041,-0.0135,52.40166,-1.50529,147.5,1.5472222222222223,241.65,5.066944444444444,18.241,242.278,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5221.0,2.299,0.4165,1.1707,9.8061,-0.0677,0.0334,-0.0275,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.938055555555556,17.777,242.335,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5321.0,2.399,-0.1991,1.7212,9.9847,-0.0414,0.019,0.0011,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.87,17.532,242.074,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5421.0,2.499,-0.1869,1.7066,9.4396,0.042,0.0376,-0.0154,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.733888888888889,17.042,241.958,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5522.0,2.6,-0.3953,1.2726,9.9741,0.0628,0.0066,-0.0119,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.62,16.632,241.569,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5621.0,2.699,-0.5458,1.5378,9.97,0.0224,0.049,-0.0416,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.583888888888889,16.502,240.818,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5722.0,2.8,0.1189,1.4624,9.7168,-0.0075,0.0022,-0.0049,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.421111111111111,15.916,241.033,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5822.0,2.9,0.2067,2.3462,10.1442,0.0115,0.0698,-0.0119,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.293888888888889,15.458,240.996,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
5921.0,2.999,-0.3054,1.1901,9.5579,0.0337,0.0059,0.0431,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.1738888888888885,15.026,240.531,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6022.0,3.1,-0.1416,1.4104,9.5326,-0.003,0.0266,0.0343,52.40166,-1.50529,147.5,1.5472222222222223,241.65,4.05,14.58,240.36,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6122.0,3.2,-0.0544,1.546,9.5328,0.0069,0.0373,-0.0139,52.40166,-1.50529,147.5,1.5472222222222223,241.65,3.903055555555555,14.050999999999998,240.148,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6222.0,3.3,-0.9257,1.6676,10.3216,0.0248,0.0193,0.0251,52.40166,-1.50529,147.5,1.5472222222222223,241.65,3.7069444444444444,13.345,239.812,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6322.0,3.4,-0.5155,1.326,9.8827,0.0531,0.0286,0.0144,52.40166,-1.50529,147.5,1.5472222222222223,241.65,3.6661111111111113,13.198,240.445,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6421.0,3.499,0.1088,1.6868,9.8483,0.0227,0.0086,0.0393,52.40166,-1.50529,147.5,1.5472222222222223,241.65,3.5088888888888885,12.632,240.104,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6522.0,3.6,0.3099,0.9932,9.6978,0.0459,0.0049,0.0266,52.40166,-1.50529,147.5,1.5472222222222223,241.65,3.411111111111111,12.28,240.381,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
6622.0,3.7,-0.2505,2.0428,9.5068,-0.0276,0.0299,0.0036,52.40166,-1.50529,147.5,1.5472222222222223,241.65,3.2480555555555553,11.693,239.918,IOVNBD_S1,Research_Vehicle_Ford_Fiesta
