timestamp,relative_time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,altitude,gnss_speed,gnss_bearing,reference_speed,reference_speed_kmh,reference_heading,session_id,vehicle_id
10.0,0.0,-1.2973,-0.1213,9.5872,0.0401,-0.0803,0.0584,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.056944444444444436,0.205,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
11.0,0.001,-0.0239,0.1644,9.7557,-0.0735,-0.0026,-0.0082,52.403183,-1.557902,0.0,0.0,0.0,0.056944444444444436,0.205,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
110.0,0.1,-1.9767,-0.4255,10.2286,0.035,-0.0694,-0.001,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.033888888888888885,0.122,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
111.0,0.101,-0.1607,0.3126,9.8106,-0.0866,0.0062,0.0005,52.403183,-1.557902,0.0,0.0,0.0,0.033888888888888885,0.122,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
211.0,0.201,-2.4373,-0.6689,9.5117,0.139,-0.0144,-0.0637,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.06305555555555553,0.2269999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
310.0,0.3,-1.6047,-0.7089,8.9495,0.0475,-0.1034,0.0433,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.003888888888888861,0.0139999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
311.0,0.301,-0.1019,0.1504,9.7519,0.0213,0.0007,-0.0147,52.403183,-1.557902,0.0,0.0,0.0,0.003888888888888861,0.0139999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
410.0,0.4,-1.7934,0.1555,8.9005,-0.3237,0.0527,0.0322,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.0019444444444444166,0.0069999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
411.0,0.401,0.0694,-0.1948,9.9254,-0.013,0.0093,0.0187,52.403183,-1.557902,0.0,0.0,0.0,0.0019444444444444166,0.0069999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
509.0,0.499,-2.1136,-0.0084,9.4235,-0.5156,0.1101,0.1131,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.018055555555555557,0.065,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
511.0,0.501,0.0227,0.0377,9.9329,0.0093,0.0024,-0.0066,52.403183,-1.557902,0.0,0.0,0.0,0.018055555555555557,0.065,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
610.0,0.6,-1.7188,-1.2719,9.1834,-0.1913,-0.0268,0.0235,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.051944444444444446,0.187,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
611.0,0.601,0.0361,-0.0249,9.9514,-0.0069,-0.0057,0.0007,52.403183,-1.557902,0.0,0.0,0.0,0.051944444444444446,0.187,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
709.0,0.699,-1.8441,-0.0444,9.9576,0.0866,-0.0816,-0.1511,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.075,0.27,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
711.0,0.701,-0.0484,-0.1325,9.8242,0.0061,-0.0048,0.0134,52.403183,-1.557902,0.0,0.0,0.0,0.075,0.27,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
810.0,0.8,-0.5146,0.8465,10.7228,-0.4403,0.18,0.0924,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.049999999999999996,0.18,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
811.0,0.801,-0.0343,0.0601,9.8656,-0.0186,0.0146,-0.0102,52.403183,-1.557902,0.0,0.0,0.0,0.049999999999999996,0.18,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
910.0,0.9,-2.2631,-0.9815,8.9013,0.1468,0.1086,-0.0708,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.01888888888888889,0.068,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
911.0,0.901,-0.0282,-0.0877,9.8369,0.0077,0.0018,0.015,52.403183,-1.557902,0.0,0.0,0.0,0.01888888888888889,0.068,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1010.0,1.0,-0.4373,-0.2371,10.2207,-0.0375,-0.0151,0.0159,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.10694444444444444,0.385,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1011.0,1.001,-0.0309,0.0007,9.865,0.0139,-0.0259,-0.0288,52.403183,-1.557902,0.0,0.0,0.0,0.10694444444444444,0.385,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1109.0,1.099,-0.4373,-0.2371,10.2207,-0.0375,-0.0151,0.0159,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.028888888888888888,0.104,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1111.0,1.101,0.2367,0.0245,9.9918,0.0056,0.0272,-0.0087,52.403183,-1.557902,0.0,0.0,0.0,0.028888888888888888,0.104,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1211.0,1.201,-2.1186,-1.1413,9.2547,-0.4766,-0.0164,0.171,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.028055555555555525,0.1009999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1212.0,1.202,-0.1363,-0.1428,10.0482,0.0054,-0.0226,-0.0015,52.403183,-1.557902,0.0,0.0,0.0,0.028055555555555525,0.1009999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1309.0,1.299,-0.4444,-0.7917,10.7539,-0.0468,0.0087,-0.033,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.024999999999999998,0.09,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1311.0,1.301,-0.092,0.6397,9.3365,0.077,-0.0406,0.0021,52.403183,-1.557902,0.0,0.0,0.0,0.024999999999999998,0.09,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1410.0,1.4,-1.8727,-0.4947,9.4124,0.0594,-0.1037,0.2166,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.056944444444444436,0.205,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1412.0,1.402,0.0969,-0.0181,9.8053,-0.0267,0.022,-0.0062,52.403183,-1.557902,0.0,0.0,0.0,0.056944444444444436,0.205,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1510.0,1.5,-1.9685,-1.4334,8.7633,0.5661,0.1909,-0.2249,52.402664,-1.559051,163.21,2.702777777777778,337.91,0.06194444444444444,0.223,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1511.0,1.501,-0.2668,-0.0542,9.745,-0.0076,0.031,-0.0335,52.403183,-1.557902,0.0,0.0,0.0,0.06194444444444444,0.223,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1611.0,1.601,-0.5542,0.0379,9.5731,-0.1106,0.0496,0.0198,52.403183,-1.557902,0.0,0.0,0.0,0.04805555555555555,0.173,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1710.0,1.7,-0.093,0.1954,9.8731,-0.0742,0.0837,-0.0234,52.403183,-1.557902,0.0,0.0,0.0,0.06111111111111111,0.22,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1711.0,1.701,-2.0121,-0.0762,10.0832,0.3398,-0.0438,-0.0729,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.06111111111111111,0.22,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1810.0,1.8,-1.7128,0.0345,9.7352,-0.0068,0.0158,0.0644,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.04388888888888889,0.158,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1811.0,1.801,-0.157,0.0369,9.9549,0.0769,0.0286,0.0376,52.403183,-1.557902,0.0,0.0,0.0,0.04388888888888889,0.158,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1910.0,1.9,-1.4597,0.2291,9.2983,0.0953,0.077,-0.0559,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.043055555555555555,0.155,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
1911.0,1.901,-0.1024,-0.3942,10.2332,-0.0045,-0.0001,-0.0857,52.403183,-1.557902,0.0,0.0,0.0,0.043055555555555555,0.155,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2011.0,2.001,0.1,0.8307,8.6698,-0.2611,0.023,-0.1224,52.403183,-1.557902,0.0,0.0,0.0,0.004999999999999999,0.018,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2012.0,2.002,-3.6883,-0.7039,7.6506,-0.4037,-0.0659,-0.072,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.004999999999999999,0.018,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2110.0,2.1,-2.6153,-0.2689,9.8391,-0.349,0.0524,0.0754,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.04611111111111111,0.166,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2111.0,2.101,-0.4885,0.1963,9.584,0.157,0.0357,0.0196,52.403183,-1.557902,0.0,0.0,0.0,0.04611111111111111,0.166,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2209.0,2.199,-0.2546,1.2209,11.0662,-0.2536,0.0767,0.2065,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.028888888888888888,0.104,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2211.0,2.201,-0.3552,0.0562,10.0124,-0.0875,-0.013,-0.0416,52.403183,-1.557902,0.0,0.0,0.0,0.028888888888888888,0.104,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2310.0,2.3,-3.6988,0.4623,7.2293,-0.5323,0.1095,-0.0767,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.06388888888888888,0.23,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2410.0,2.4,-2.5418,-0.4324,8.5462,-0.5355,0.0773,0.0691,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.03,0.108,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2411.0,2.401,0.0119,0.0977,10.0567,-0.0725,-0.0171,-0.0169,52.403183,-1.557902,0.0,0.0,0.0,0.03,0.108,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2510.0,2.5,-2.4667,-0.1505,9.0661,-0.4202,-0.16,-0.1554,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.036111111111111115,0.13,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2511.0,2.501,-0.0583,-0.0866,9.839,-0.0455,0.0023,-0.003,52.403183,-1.557902,0.0,0.0,0.0,0.036111111111111115,0.13,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2610.0,2.6,-2.6207,0.3128,10.3542,0.5916,0.4186,0.0095,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.031111111111111082,0.1119999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2611.0,2.601,0.1769,-0.1275,9.9943,0.0332,0.0053,-0.0214,52.403183,-1.557902,0.0,0.0,0.0,0.031111111111111082,0.1119999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2712.0,2.702,-1.7439,0.532,10.6707,0.1137,0.0226,-0.0408,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.03194444444444444,0.115,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2810.0,2.8,0.0258,0.0814,9.8529,0.0282,0.0001,0.0077,52.403183,-1.557902,0.0,0.0,0.0,0.039999999999999994,0.144,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2910.0,2.9,-4.3131,0.3062,8.6807,0.4137,0.1301,0.0003,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.036111111111111115,0.13,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
2911.0,2.901,-0.071,0.1433,9.9538,0.0254,-0.0176,-0.0122,52.403183,-1.557902,0.0,0.0,0.0,0.036111111111111115,0.13,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
3010.0,3.0,-1.9302,0.8962,10.1427,0.1005,0.0558,0.0519,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.036111111111111115,0.13,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
3011.0,3.001,0.0487,-0.1342,9.7798,-0.0138,0.0017,0.0151,52.403183,-1.557902,0.0,0.0,0.0,0.036111111111111115,0.13,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
3110.0,3.1,-2.8075,1.0569,9.6374,0.0105,0.1713,-0.0618,52.4036,-1.559167,163.38,3.2527777777777778,359.84,0.028055555555555525,0.1009999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
3111.0,3.101,-0.0873,0.099,9.8432,-0.0205,-0.0027,-0.0049,52.403183,-1.557902,0.0,0.0,0.0,0.028055555555555525,0.1009999999999999,128.36700000000002,IOVNBD_S2,Research_Vehicle_Ford_Fiesta
