timestamp,relative_time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,altitude,gnss_speed,gnss_bearing,reference_speed,reference_speed_kmh,reference_heading,session_id,vehicle_id
476408.0,0.0,3.1117,0.1625,11.8133,0.0822,0.0304,-0.0016,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.42611111111111,30.334,293.031,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
476507.0,0.099,-0.7305,0.2432,9.5942,0.2246,0.0087,0.0085,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.558055555555555,30.809,292.238,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
476607.0,0.199,-0.7597,0.7268,6.1762,0.1375,0.0131,-0.0009,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.44111111111111,30.388,291.839,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
476707.0,0.299,-2.3296,1.1464,7.3149,-0.2626,-0.0101,0.0001,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.368888888888888,30.128,293.249,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
476808.0,0.4,2.5472,0.3131,7.42,-0.4718,0.0035,0.041,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.41611111111111,30.298,292.365,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
476908.0,0.5,2.7502,-0.4838,11.915,-0.2842,0.0272,0.0129,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.328888888888889,29.984,292.47,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477007.0,0.599,4.339,0.8615,14.5418,0.1079,-0.0389,-0.0138,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.946111111111112,28.606,293.127,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477108.0,0.7,2.4376,0.5761,8.5513,0.4896,-0.0006,0.0064,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.288055555555555,29.837,292.444,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477208.0,0.8,-2.4189,0.9641,8.8549,0.2637,-0.023,0.0523,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.131944444444445,29.275,293.16700000000003,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477307.0,0.899,-1.2634,1.0393,8.7744,-0.1372,-0.0387,-0.0158,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.708055555555555,31.349,291.592,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477408.0,1.0,0.794,-0.2866,9.3807,-0.2205,0.0043,-0.0198,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.541944444444445,30.751,293.807,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477507.0,1.099,1.7107,-0.7404,10.1497,-0.0358,-0.0145,0.0196,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.886111111111111,28.39,292.76,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477608.0,1.2,-0.2942,-0.2211,10.0424,0.0405,0.0149,-0.0391,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.641944444444444,27.511,294.482,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477707.0,1.299,-0.8204,0.0305,9.6206,0.0903,0.0089,-0.0319,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.715,27.774,291.752,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477808.0,1.4,-0.1633,0.1481,10.0604,0.0489,0.0416,0.0074,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.04111111111111,28.948,292.192,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
477908.0,1.5,-0.0456,-0.0843,9.9555,-0.02,-0.0058,0.0008,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.41888888888889,30.308000000000003,293.876,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478008.0,1.6,-0.5498,-0.0199,9.8306,-0.0384,-0.0187,-0.0133,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.126111111111111,29.254,292.636,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478107.0,1.699,-1.2576,0.3252,9.8884,-0.0141,-0.0096,-0.0004,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.675,27.63,288.592,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478208.0,1.8,-0.9776,1.0677,9.6469,0.0152,-0.001,0.0092,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.863055555555555,28.307,291.83,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478307.0,1.899,-1.3414,1.0517,10.3181,0.0253,-0.0046,-0.0476,52.37938,-1.261814,152.82,2.4194444444444447,291.5,7.935,28.566,291.59,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478407.0,1.999,-1.3041,0.7895,9.9873,0.0518,0.0031,-0.0094,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.233055555555556,29.639,291.981,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478508.0,2.1,-2.0353,0.8006,9.9272,-0.0013,0.0063,-0.0041,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.418055555555556,30.305,293.588,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478608.0,2.2,-0.8219,0.4446,9.5216,-0.0301,-0.0017,-0.0101,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.315,29.934,292.096,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478708.0,2.3,-0.8747,0.3891,9.6643,-0.0245,0.0082,-0.0274,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.459999999999999,30.456,292.78,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478808.0,2.4,-1.0973,0.5508,10.3753,-0.0228,0.0028,0.0051,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.538055555555555,30.737,291.872,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
478907.0,2.499,-0.8354,1.0322,9.7443,0.0028,0.006,-0.0128,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.753055555555555,31.511,293.647,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479007.0,2.599,-0.788,0.647,9.845,0.0014,-0.0095,0.0049,52.37938,-1.261814,152.82,2.4194444444444447,291.5,8.88888888888889,32.0,293.205,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479108.0,2.7,-0.7892,0.0449,10.0823,-0.0167,0.0285,-0.0203,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.028055555555556,32.501,293.362,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479208.0,2.8,-0.3444,0.293,10.0418,-0.0008,0.0171,-0.0035,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.149999999999999,32.94,293.331,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479307.0,2.899,-0.6835,0.3501,10.2059,-0.0072,0.0276,-0.0131,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.295,33.462,292.856,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479407.0,2.999,-0.329,0.4592,9.8235,0.0131,0.0136,-0.0073,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.35611111111111,33.681999999999995,293.513,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479508.0,3.1,-0.6008,0.4132,9.4775,-0.0064,0.0074,-0.0018,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.421944444444446,33.919000000000004,292.374,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479607.0,3.199,-0.1003,0.4895,9.1614,-0.0157,0.0179,0.0148,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.555000000000001,34.398,293.327,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479708.0,3.3,-0.1214,0.3307,9.9646,-0.0227,0.0056,-0.0092,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.59611111111111,34.546,293.433,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479808.0,3.4,-1.0567,-0.0937,9.5549,-0.0011,0.0132,0.0069,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.69,34.884,292.615,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
479908.0,3.5,-0.5378,0.1665,10.2042,0.0096,0.0038,0.0081,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.686944444444446,34.873000000000005,293.025,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480008.0,3.6,-0.2241,0.2791,9.6569,-0.0035,0.0193,0.0355,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.85388888888889,35.474000000000004,293.014,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480107.0,3.699,-0.126,0.0399,9.817,0.0055,-0.0059,0.0449,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.855,35.478,292.576,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480208.0,3.8,0.1332,0.3086,10.4181,0.0019,-0.0022,0.004,52.37938,-1.261814,152.82,2.4194444444444447,291.5,9.923888888888888,35.726,292.386,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480308.0,3.9,-0.6709,0.5347,9.6873,0.016,-0.0031,-0.0051,52.37938,-1.261814,152.82,2.4194444444444447,291.5,10.011111111111111,36.04,292.965,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480408.0,4.0,0.1429,0.8335,9.3219,0.0122,0.0104,-0.0073,52.37938,-1.261814,152.82,2.4194444444444447,291.5,10.07611111111111,36.274,292.29900000000004,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480508.0,4.1,-0.8994,0.0369,9.6232,-0.0407,-0.0018,-0.0164,52.37938,-1.261814,152.82,2.4194444444444447,291.5,10.116944444444444,36.421,292.313,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480607.0,4.199,0.1908,0.006,9.7853,-0.0313,-0.0075,-0.0329,52.37938,-1.261814,152.82,2.4194444444444447,291.5,10.096944444444443,36.349,292.337,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
480707.0,4.299,0.052,-0.2202,10.1753,0.0173,0.0095,0.0019,52.37938,-1.261814,152.82,2.4194444444444447,291.5,10.21388888888889,36.77,292.353,IOVNBD_S3c,Research_Vehicle_Ford_Fiesta
