timestamp_ms,relative_time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,accel_mag,gyro_mag,accel_x_filt,accel_y_filt,accel_z_filt,latitude,longitude,altitude,gnss_speed_m_s,gnss_accuracy,gnss_bearing,gnss_speed_km_h,cell_id,signal_dbm,flag_imu_valid,flag_gnss_valid,flag_speed_ref_valid,flag_outage,flag_cell_valid
1789661771097.0,0.0,0.14955142,0.23539393,9.859925,0.0010690133,0.0032070398,-0.0006108647,-56.025,-15.000001,2.8500001,9.863868254145018,0.0034352655495706614,0.14955081606530407,0.23539678658116947,9.859927232226054,,,,,,,,,,1,0,0,1,0
1789661771107.0,0.01,0.14955142,0.23539393,9.859925,-0.005955931,-0.010995565,0.00015271618,-56.025,-15.000001,2.8500001,9.863868254145018,0.012505954021090107,0.14962244261930682,0.23498300937020464,9.859826604777636,,,,,,,,634080.0,,1,0,0,1,1
1789661771117.0,0.02,0.14955142,0.23539393,9.859925,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.863868254145018,0.012505954021090107,0.14965853091174383,0.23477488392832016,9.859775669319648,,,,,,,,634080.0,,1,0,0,1,1
1789661771127.0,0.03,0.14955142,0.23539393,9.859925,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.863868254145018,0.012505954021090107,0.14961183228382874,0.2350460006070101,9.859838255194267,,,,,,,,634080.0,,1,0,0,1,1
1789661771137.0,0.04,0.14955142,0.23539393,9.859925,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.863868254145018,0.012505954021090107,0.14943848013926098,0.23604837196842268,9.860079502252422,,,,,,,,634080.0,,1,0,0,1,1
1789661771147.0,0.05,0.14955142,0.23539393,9.859925,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.863868254145018,0.012505954021090107,0.14913843587331085,0.23777822100213833,9.860511692547217,,,,,,,,634080.0,,1,0,0,1,1
1789661771157.0,0.06,0.148355,0.24227329,9.861719,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.865810011754403,0.012505954021090107,0.14877777584244184,0.2398492206285324,9.861057749581422,,,,,,,,634080.0,,1,0,0,1,1
1789661771167.0,0.07,0.148355,0.24227329,9.861719,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.865810011754403,0.012505954021090107,0.1484604752780157,0.2416602327875328,9.861575986868072,,,,,,,,634080.0,,1,0,0,1,1
1789661771177.0,0.08,0.148355,0.24227329,9.861719,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.865810011754403,0.012505954021090107,0.14826952894916112,0.24274059657656422,9.86192430601625,,,,,,,,634080.0,,1,0,0,1,1
1789661771187.0,0.09,0.148355,0.24227329,9.861719,-0.005955931,-0.010995565,0.00015271618,-54.975002,-14.700001,2.25,9.865810011754403,0.012505954021090107,0.1482281213077769,0.24297443810545452,9.86201070592745,,,,,,,,634080.0,,1,0,0,1,1
1789661771197.0,0.1,0.148355,0.24227329,9.861719,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.700001,2.25,9.865810011754403,0.00873958270641809,0.14830275073526183,0.24257165953746235,9.861821366934862,,,,,,,,634080.0,,1,0,0,1,1
1789661771207.0,0.11,0.148355,0.24227329,9.861719,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.700001,2.25,9.865810011754403,0.00873958270641809,0.14842494305483045,0.24192209644404936,9.861459549025167,,,,,,,,634080.0,,1,0,0,1,1
1789661771217.0,0.12,0.148355,0.24227329,9.861719,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.865810011754403,0.00873958270641809,0.1485059776182582,0.24149538001094317,9.86118634370478,,,,,,,,634080.0,,1,0,0,1,1
1789661771227.0,0.13,0.148355,0.24227329,9.861719,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.865810011754403,0.00873958270641809,0.14845269983025478,0.2417618023072145,9.861376757864335,,,,,,,,634080.0,,1,0,0,1,1
1789661771237.0,0.14,0.148355,0.24227329,9.861719,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.865810011754403,0.00873958270641809,0.148206630611176,0.24301360033346528,9.862323382423494,,,,,,,,634080.0,,1,0,0,1,1
1789661771247.0,0.15,0.148355,0.24227329,9.861719,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.865810011754403,0.00873958270641809,0.14779549763029792,0.24512158107723664,9.863979252314547,,,,,,,,634080.0,,1,0,0,1,1
1789661771257.0,0.16,0.1468595,0.25004998,9.868001,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.872260958931305,0.00873958270641809,0.1473443037362951,0.24747729786147216,9.86588001776811,,,,,,,,634080.0,,1,0,0,1,1
1789661771267.0,0.17,0.1468595,0.25004998,9.868001,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.872260958931305,0.00873958270641809,0.14700777036321436,0.24930841482579907,9.867396414836431,,,,,,,,634080.0,,1,0,0,1,1
1789661771277.0,0.18,0.1468595,0.25004998,9.868001,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.872260958931305,0.00873958270641809,0.1468620811135547,0.25018891928865655,9.868155665851672,,,,,,,,634080.0,,1,0,0,1,1
1789661771287.0,0.19,0.1468595,0.25004998,9.868001,0.0038179045,0.007788525,-0.0010690133,-54.975002,-14.475,2.4750001,9.872260958931305,0.00873958270641809,0.14684904490022585,0.25030926961644906,9.868271627116284,,,,,,,,634080.0,,1,0,0,1,1
1789661771297.0,0.2,0.1468595,0.25004998,9.868001,-0.0022907427,-0.0029016074,0.00015271618,-54.975002,-14.475,2.4750001,9.872260958931305,0.003700020250346185,0.14683106487889414,0.25025366091090856,9.868184409328563,,,,,,,,634080.0,,1,0,0,1,1
1789661771307.0,0.21,0.1468595,0.25004998,9.868001,-0.0022907427,-0.0029016074,0.00015271618,-54.975002,-14.475,2.4750001,9.872260958931305,0.003700020250346185,0.14672325841278702,0.2504574317553627,9.868252537205318,,,,,,,,634080.0,,1,0,0,1,1
1789661771317.0,0.22,0.1468595,0.25004998,9.868001,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.872260958931305,0.003700020250346185,0.14660227044117966,0.25077251075657975,9.868426981945221,,,,,,,,634080.0,,1,0,0,1,1
1789661771327.0,0.23,0.1468595,0.25004998,9.868001,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.872260958931305,0.003700020250346185,0.14669471416984733,0.2504939679534218,9.86825940175608,,,,,,,,634080.0,,1,0,0,1,1
1789661771337.0,0.24,0.1468595,0.25004998,9.868001,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.872260958931305,0.003700020250346185,0.1472236693917714,0.24888456556482738,9.867257499849154,,,,,,,,634080.0,,1,0,0,1,1
1789661771347.0,0.25,0.1468595,0.25004998,9.868001,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.872260958931305,0.003700020250346185,0.1482098201150218,0.24583935173229843,9.865334360731673,,,,,,,,634080.0,,1,0,0,1,1
1789661771357.0,0.26,0.15074782,0.23778675,9.860224,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.864242736971061,0.003700020250346185,0.14939691851186404,0.24213153732083675,9.862978540830225,,,,,,,,634080.0,,1,0,0,1,1
1789661771367.0,0.27,0.15074782,0.23778675,9.860224,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.864242736971061,0.003700020250346185,0.15039381291056486,0.23896430828023676,9.860966120153694,,,,,,,,634080.0,,1,0,0,1,1
1789661771377.0,0.28,0.15074782,0.23778675,9.860224,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.864242736971061,0.003700020250346185,0.1509295476002352,0.2371817148541212,9.859845221150117,,,,,,,,634080.0,,1,0,0,1,1
1789661771387.0,0.29,0.15074782,0.23778675,9.860224,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.864242736971061,0.003700020250346185,0.15100783770290513,0.23681396217629044,9.859632445240845,,,,,,,,634080.0,,1,0,0,1,1
1789661771397.0,0.3,0.15074782,0.23778675,9.860224,-0.0022907427,-0.0029016074,0.00015271618,-56.025,-14.625001,5.025,9.864242736971061,0.003700020250346185,0.15085114658339163,0.23726590221501806,9.859928600683551,,,,,,,,634080.0,,1,0,0,1,1
1789661771407.0,0.31,0.15074782,0.23778675,9.860224,0.0,-0.0009162971,0.00015271618,-56.025,-14.625001,5.025,9.864242736971061,0.0009289362772021568,0.15071368304150742,0.23784998326475665,9.860271518287403,,,,,,,,634080.0,,1,0,0,1,1
1789661771417.0,0.32,0.15074782,0.23778675,9.860224,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864242736971061,0.0009289362772021568,0.15071809503903913,0.23817308398160897,9.86041081245595,,,,,,,,634080.0,,1,0,0,1,1
1789661771427.0,0.33,0.15074782,0.23778675,9.860224,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864242736971061,0.0009289362772021568,0.15080857112835017,0.23817004465712746,9.860353257376541,,,,,,,,634080.0,,1,0,0,1,1
1789661771437.0,0.34,0.15074782,0.23778675,9.860224,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864242736971061,0.0009289362772021568,0.15081987192560234,0.2379244566749038,9.860239950869254,,,,,,,,634080.0,,1,0,0,1,1
1789661771447.0,0.35,0.15074782,0.23778675,9.860224,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864242736971061,0.0009289362772021568,0.1506061723524751,0.2375192162217511,9.86019769031753,,,,,,,,634080.0,,1,0,0,1,1
1789661771457.0,0.36,0.15074782,0.23778675,9.860224,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864242736971061,0.0009289362772021568,0.15015155051845558,0.23702292895274982,9.860262155427984,,,,,,,,634080.0,,1,0,0,1,1
1789661771467.0,0.37,0.14895321,0.23599213,9.860523,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864471256875365,0.0009289362772021568,0.14959007260462637,0.23653766601617837,9.860387759090731,,,,,,,,634080.0,,1,0,0,1,1
1789661771477.0,0.38,0.14895321,0.23599213,9.860523,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864471256875365,0.0009289362772021568,0.14911759595952903,0.236187701392864,9.860503767105739,,,,,,,,634080.0,,1,0,0,1,1
1789661771487.0,0.39,0.14895321,0.23599213,9.860523,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864471256875365,0.0009289362772021568,0.14886275269785781,0.23603344892134978,9.860565152851859,,,,,,,,634080.0,,1,0,0,1,1
1789661771497.0,0.4,0.14895321,0.23599213,9.860523,0.0,-0.0009162971,0.00015271618,-56.025,-14.700001,4.7250004,9.864471256875365,0.0009289362772021568,0.14881995205343093,0.23600733938207283,9.860568749357284,,,,,,,,634080.0,,1,0,0,1,1
1789661771507.0,0.41,0.14895321,0.23599213,9.860523,0.0009162971,0.0013744456,0.00015271618,-56.025,-14.700001,4.7250004,9.864471256875365,0.001658922335271173,0.14888636471882102,0.23596107724560705,9.860538538390749,,,,,,,,634080.0,,1,0,0,1,1
1789661771517.0,0.42,0.14895321,0.23599213,9.860523,0.0009162971,0.0013744456,0.00015271618,-55.800003,-14.250001,5.1000004,9.864471256875365,0.001658922335271173,0.14895361653631903,0.23580851303901493,9.860503448889649,,,,,,,,634080.0,,1,0,0,1,1
1789661771527.0,0.43,0.14895321,0.23599213,9.860523,0.0009162971,0.0013744456,0.00015271618,-55.800003,-14.250001,5.1000004,9.864471256875365,0.001658922335271173,0.14897545707654183,0.23565335041145538,9.86048572555106,,,,,,,,634080.0,,1,0,0,1,1
1789661771537.0,0.44,0.14895321,0.23599213,9.860523,0.0009162971,0.0013744456,0.00015271618,-55.800003,-14.250001,5.1000004,9.864471256875365,0.001658922335271173,0.14897276664699433,0.23577886278954654,9.860499838459877,,,,,,,,634080.0,,1,0,0,1,1
1789661771547.0,0.45,0.14895321,0.23599213,9.860523,0.0009162971,0.0013744456,0.00015271618,-55.800003,-14.250001,5.1000004,9.864471256875365,0.001658922335271173,0.14899124459755528,0.23646337280403792,9.860551702823113,,,,,,,,634080.0,,1,0,0,1,1
1789661771557.0,0.46,0.14895321,0.23599213,9.860523,0.0009162971,0.0013744456,0.00015271618,-55.800003,-14.250001,5.1000004,9.864471256875365,0.001658922335271173,0.1490535037650191,0.23773547926612604,9.8606338602402,,,,,,,,634080.0,,1,0,0,1,1
